01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
01:38:59.159 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.5, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:59.162 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.5, 光照=26.0
01:39:03.457 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:03.659 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 67 00 1A F8 CE
01:39:03.659 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.5, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:03.662 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.5, 光照=26.0
01:39:03.958 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:04.160 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:39:04.160 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:39:04.163 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:39:06.077 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:39:06.378 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:39:06.378 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:39:06.577 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:39:06.878 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:39:06.878 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:39:08.457 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:08.659 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF FF
01:39:08.659 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:39:08.661 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.55
01:39:08.958 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:09.160 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 67 00 1C 78 CC
01:39:09.160 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=28.0, pastureId=71, temperature=23.8, humidity=61.5, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:09.163 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.5, 光照=28.0
01:39:13.458 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:13.660 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 66 00 1A A9 0E
01:39:13.660 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.4, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:13.663 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.4, 光照=26.0
01:39:13.960 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:14.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:39:14.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:39:14.165 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:39:16.882 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:39:17.182 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:39:17.182 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:39:17.383 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:39:17.684 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:39:17.684 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:39:18.459 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:18.662 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:39:18.662 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:39:18.664 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:39:18.960 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:19.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 67 00 1A F8 CE
01:39:19.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.5, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:19.164 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.5, 光照=26.0
01:39:23.459 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:23.660 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:39:23.660 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:39:23.663 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:39:23.960 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:24.163 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 67 00 1A F8 CE
01:39:24.163 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.5, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:24.166 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.5, 光照=26.0
01:39:27.689 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:39:27.990 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:39:27.990 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:39:28.190 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:39:28.491 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:39:28.491 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:39:28.691 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:28.893 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 36 66
01:39:28.893 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.5, phosphorus=5.0}
01:39:28.896 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.5
01:39:29.195 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:29.398 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 66 00 1A A9 0E
01:39:29.398 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.4, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:29.400 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.4, 光照=26.0
01:39:33.459 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:39:33.661 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 36 66
01:39:33.661 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.5, phosphorus=5.0}
01:39:33.664 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.5
01:39:33.960 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:34.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 66 00 1A A9 0E
01:39:34.162 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.4, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:34.166 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.4, 光照=26.0
01:39:38.460 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:39:38.661 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 66 00 1A A9 0E
01:39:38.661 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.4, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:39:38.664 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.4, 光照=26.0
01:39:38.961 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
